Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Embedded_text_1,links,links_title,conteo_links,hashtags,conteo_hashtags,menciones,conteo_menciones,emojis,conteo_emojis,RT,conteo_RT,sentiment,sentiment_score
243,Banco Davivienda,@davivienda,2021-12-05T22:49:36.000Z,"Banco Davivienda
@Davivienda
·
5 dic.","En respuesta a 
@ManuelVasquez_1
Buenas tardes, Sr. Manuel. De antemano, le ofrecemos disculpas por las molestias ocasionadas. Para ayudarlo con su solicitud, por favor contáctenos a través de mensaje privado y con gusto lo validaremos. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1467627240603066369,"En respuesta a  @ManuelVasquez_1 Buenas tardes, Sr. Manuel. De antemano, le ofrecemos disculpas por las molestias ocasionadas. Para ayudarlo con su solicitud, por favor contáctenos a través de mensaje privado y con gusto lo validaremos. Quedamos atentos.",[],,0,[],0,['@manuelvasquez_1'],1,[],0,[],0,4 stars,0.4021100401878357
244,Banco Davivienda,@davivienda,2021-12-05T18:18:31.000Z,"Banco Davivienda
@Davivienda
·
5 dic.","En respuesta a 
@EConsulteam
Buenas tardes. Lamentamos este tipo de inconvenientes. Por favor escribanos a través de mensaje privado para validar su caso. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1467559020554711049,En respuesta a  @EConsulteam Buenas tardes. Lamentamos este tipo de inconvenientes. Por favor escribanos a través de mensaje privado para validar su caso. Quedamos atentos.,[],,0,[],0,['@econsulteam'],1,[],0,[],0,1 star,0.3720141053199768
245,Nilson Javier,@ilsonjavier,2021-12-06T00:13:12.000Z,"Nilson Javier
@IlsonJavier
·
5 dic.","En respuesta a 
@RoyBarreras
Pero, jummm, viejo Roy usted ni suena, ni truena, al parecer los Colombianos se olvidaron de su Show politiquero, yo si creo que usted anda como Davivienda, (en el Lugar equivocado).

La ciudadanía no quiere más corrupción, la condenamos venga de donde venga. #LasBolsasDeRoy
3
29
38",😩 🥴,3.0,29,38,['https://pbs.twimg.com/media/FF4iVVOXwA0wbGA?format=jpg&name=small'],https://twitter.com/IlsonJavier/status/1467648281157279744,"En respuesta a  @RoyBarreras Pero, jummm, viejo Roy usted ni suena, ni truena, al parecer los Colombianos se olvidaron de su Show politiquero, yo si creo que usted anda como Davivienda, (en el Lugar equivocado).  La ciudadanía no quiere más corrupción, la condenamos venga de donde venga. #LasBolsasDeRoy   ",[],,0,['#LasBolsasDeRoy'],1,['@roybarreras'],1,[],0,[],0,1 star,0.5224342942237854
246,juliana ardila,@julianaardila3,2021-12-06T02:53:43.000Z,"juliana ardila
@julianaardila3
·
5 dic.","#QuienEsLaMascaraColombia, llane esta como davivienda
1
11",,,1,11,[],https://twitter.com/julianaardila3/status/1467688677019353090,"#QuienEsLaMascaraColombia, llane esta como davivienda  ",[],,0,"['#QuienEsLaMascaraColombia,']",1,[],0,[],0,[],0,1 star,0.3372219502925873
247,Fan de la remera a rayitas de Villa,@florenciadenis_,2021-12-06T00:24:37.000Z,"Fan de la remera a rayitas de Villa
@FlorenciaDenis_
·
5 dic.","Hoy se cumple un año del Gran concierto Davivienda de Navidad 2020 
@MoratBanda
 @jpvillamil8
 @JuanPabloIsazaP
 @SimonVargasM
 @gnrlmvm
6",✨ ✨,,,6,['https://pbs.twimg.com/ext_tw_video_thumb/1467651086697877510/pu/img/vJ2U6NotAsceTkHo.jpg'],https://twitter.com/FlorenciaDenis_/status/1467651155865968644,Hoy se cumple un año del Gran concierto Davivienda de Navidad 2020  @MoratBanda @jpvillamil8 @JuanPabloIsazaP @SimonVargasM @gnrlmvm ,[],,0,[],0,"['@moratbanda', '@jpvillamil8', '@juanpabloisazap', '@simonvargasm', '@gnrlmvm']",5,[],0,[],0,5 stars,0.5365827679634094
248,M Alejandra,@janya75,2021-12-06T19:42:27.000Z,"M Alejandra
@Janya75
·
6 dic.","¿Que pasa con la APP de 
@Davivienda
? Ya van varias veces en distintas ocasiones que he intentando ingresar y aparece el mismo error. Cuesta mucho hacer una operación...
1",,1.0,,,['https://pbs.twimg.com/media/FF8ts1BXIAsGdwC?format=jpg&name=900x900'],https://twitter.com/Janya75/status/1467942532172689409,¿Que pasa con la APP de  @Davivienda ? Ya van varias veces en distintas ocasiones que he intentando ingresar y aparece el mismo error. Cuesta mucho hacer una operación... ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.6923636198043823
249,Jaime Genes,@jaimegenes,2021-12-06T20:13:11.000Z,"Jaime Genes
@JaimeGenes
·
6 dic.","En respuesta a 
@BtcAndres
El supuesto sandbox que estaba haciendo binance con Davivienda!
1",,,,1,[],https://twitter.com/JaimeGenes/status/1467950268507725842,En respuesta a  @BtcAndres El supuesto sandbox que estaba haciendo binance con Davivienda! ,[],,0,[],0,['@btcandres'],1,[],0,[],0,1 star,0.5651646256446838
250,Maria,@mfcmaria14,2021-12-06T15:18:53.000Z,"Maria
@mfcmaria14
·
6 dic.","En respuesta a 
@anngie1989
Jajajajjajajajajja estaba como davivienda, muchas gracias por todo 
1
2",🥰,,1,2,[],https://twitter.com/mfcmaria14/status/1467876204103491590,"En respuesta a  @anngie1989 Jajajajjajajajajja estaba como davivienda, muchas gracias por todo   ",[],,0,[],0,['@anngie1989'],1,[],0,[],0,5 stars,0.4802769124507904
251,ABC Publicitario,@abcpublicitario,2021-12-06T20:42:25.000Z,"ABC Publicitario
@abcpublicitario
·
6 dic.","Durante estos días se conmemora la semana de los derechos de las personas con discapacidad, liderada por el Gobierno Nacional, en la cual Davivienda se unirá a través del programa Colombia Incluyente.
 
Lea completa esta nota en:
https://abcpublicitario.com/noticias/1349-davivienda-se-une-al-programa-colombia-incluyente…
2
1",,,2,1,['https://pbs.twimg.com/media/FF87ij-XIAsOR63?format=jpg&name=small'],https://twitter.com/abcpublicitario/status/1467957623244865540,"Durante estos días se conmemora la semana de los derechos de las personas con discapacidad, liderada por el Gobierno Nacional, en la cual Davivienda se unirá a través del programa Colombia Incluyente.  Lea completa esta nota en: Link_aqui  ",['https://abcpublicitario.com/noticias/1349-davivienda-se-une-al-programa-colombia-incluyente…'],['abcpublicitario'],1,[],0,[],0,[],0,[],0,4 stars,0.3643050491809845
252,Ɉuan.,@juanariask8,2021-12-06T01:58:45.000Z,"Ɉuan.
@JuanAriask8
·
5 dic.","En respuesta a 
@MariaCa0211
Estás como Davivienda, en el lugar equivocado hahaha
1
3",,1.0,,3,[],https://twitter.com/JuanAriask8/status/1467674844338831368,"En respuesta a  @MariaCa0211 Estás como Davivienda, en el lugar equivocado hahaha  ",[],,0,[],0,['@mariaca0211'],1,[],0,[],0,1 star,0.4413416385650635
253,Memoriasconversadas®,@mconversadas,2021-12-06T14:13:38.000Z,"Memoriasconversadas®
@MConversadas
·
6 dic.","Valentina Ríos es médica especializada en cardiopatías y emprendedora social invitada a la sección #JóvenesTalentosDavivienda. Conoce su #Historiadevida 
@Davivienda
 @isalopezgiraldo
https://isalopezgiraldo.com/historias/jovenes-talentos-davivienda/valentina-rios-arango/…
1",,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1467859573935681536/pu/img/8W12phzl-JhLP8AD.jpg'],https://twitter.com/MConversadas/status/1467859783189467147,Valentina Ríos es médica especializada en cardiopatías y emprendedora social invitada a la sección #JóvenesTalentosDavivienda. Conoce su #Historiadevida  @Davivienda @isalopezgiraldo Link_aqui ,['https://isalopezgiraldo.com/historias/jovenes-talentos-davivienda/valentina-rios-arango/…'],['isalopezgiraldo'],1,"['#JóvenesTalentosDavivienda.', '#Historiadevida']",2,"['@davivienda', '@isalopezgiraldo']",2,[],0,[],0,4 stars,0.40682098269462585
254,claudiabla,@claudiabla7,2021-12-06T19:46:03.000Z,"claudiabla
@claudiabla7
·
6 dic.","En respuesta a 
@Lauraggils
 y 
@Davivienda
Desde el 2 de diciembre estoy intentado acceder y esta es la respuesta
1
1",,1.0,,1,['https://pbs.twimg.com/media/FF8uxVTWYAMvZqW?format=jpg&name=small'],https://twitter.com/claudiabla7/status/1467943437207023626,En respuesta a  @Lauraggils y  @Davivienda Desde el 2 de diciembre estoy intentado acceder y esta es la respuesta  ,[],,0,[],0,"['@lauraggils', '@davivienda']",2,[],0,[],0,1 star,0.3247956335544586
255,Diego Acevedo,@diegoeacevedo,2021-12-06T21:28:18.000Z,"Diego Acevedo
@DiegoEAcevedo
·
6 dic.","Srs. 
@Davivienda
 quisiera consultar si ustedes están haciendo campaña de telemercadeo para asignar TC a través de la app. Recibí una llamada muy sospechosa indicando esto.
1",,1.0,,,[],https://twitter.com/DiegoEAcevedo/status/1467969170868510729,Srs.  @Davivienda quisiera consultar si ustedes están haciendo campaña de telemercadeo para asignar TC a través de la app. Recibí una llamada muy sospechosa indicando esto. ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.5774285793304443
256,DATAiFX,@dataifx,2021-12-06T13:17:31.000Z,"DATAiFX
@dataiFX
·
6 dic.","#LiveDataiFX Lo que hoy debe saber I Davivienda Corredores https://bit.ly/3xXO6fC Por 
@davicorredores
 #LoQueHoyDebeSaber",,,,,['https://pbs.twimg.com/media/FF7V2YHWUAERGLE?format=jpg&name=small'],https://twitter.com/dataiFX/status/1467845660380741634,#LiveDataiFX Lo que hoy debe saber I Davivienda Corredores Link_aqui Por  @davicorredores #LoQueHoyDebeSaber,['https://bit.ly/3xXO6fC'],['bit'],1,"['#LiveDataiFX', '#LoQueHoyDebeSaber']",2,['@davicorredores'],1,[],0,[],0,5 stars,0.2829994857311249
257,Maria Camila,@kmilavillada,2021-12-06T14:12:21.000Z,"Maria Camila
@kmilavillada
·
6 dic.","Que mal servicio el de 
@Davivienda
 una hora en línea, hora y media presencial, y no me dan solución por ningún lado 
1",🤡 🤡 🤡 🤡,1.0,,,[],https://twitter.com/kmilavillada/status/1467859461247324167,"Que mal servicio el de  @Davivienda una hora en línea, hora y media presencial, y no me dan solución por ningún lado  ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.8796600699424744
258,Eduardo Castro,@eduardocastro_m,2021-12-06T19:31:53.000Z,"Eduardo Castro
@eduardocastro_m
·
6 dic.","Señores 
@Davivienda
, más de 15 días el cajero #eliteflower fuera de servicio, ningún canal de servicio hace nada. #indolencia
1
1",,1.0,,1,[],https://twitter.com/eduardocastro_m/status/1467939874779062280,"Señores  @Davivienda , más de 15 días el cajero #eliteflower fuera de servicio, ningún canal de servicio hace nada. #indolencia  ",[],,0,"['#eliteflower', '#indolencia']",2,['@davivienda'],1,[],0,[],0,1 star,0.8928951621055603
259,Leonardo Alvarado C,@leoalco,2021-12-06T22:13:05.000Z,"Leonardo Alvarado C
@leoalco
·
6 dic.","Sres 
@Davivienda
 que deplorable su unidad de monitoreo, llevo 2 horas llamando y no responden, ¿será que álguien podrá darme solución?
1",,1.0,,,[],https://twitter.com/leoalco/status/1467980440346714121,"Sres  @Davivienda que deplorable su unidad de monitoreo, llevo 2 horas llamando y no responden, ¿será que álguien podrá darme solución? ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.8621993064880371
260,claudiabla,@claudiabla7,2021-12-06T19:51:03.000Z,"claudiabla
@claudiabla7
·
6 dic.","En respuesta a 
@Davivienda
 y 
@R_de_alicantino
Ya llamé y no tienen ni idea qué es lo que  está pasando. Es una real pesadilla el portal y la app no resuelve nada
2
1
1",,2.0,1,1,[],https://twitter.com/claudiabla7/status/1467944698102878214,En respuesta a  @Davivienda y  @R_de_alicantino Ya llamé y no tienen ni idea qué es lo que  está pasando. Es una real pesadilla el portal y la app no resuelve nada   ,[],,0,[],0,"['@davivienda', '@r_de_alicantino']",2,[],0,[],0,1 star,0.9165242314338684
261,Chris J.,@0kh0,2021-12-06T22:33:02.000Z,"Chris J.
@0kh0
·
6 dic.","Por favor, 
@Davivienda
, dejen de enviarme correos electrónicos. Ya van 3 veces que les solicito y nada. ¿Qué más hay que hacer?
2",,2.0,,,[],https://twitter.com/0kh0/status/1467985459850657792,"Por favor,  @Davivienda , dejen de enviarme correos electrónicos. Ya van 3 veces que les solicito y nada. ¿Qué más hay que hacer? ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.8124864101409912
262,El Más Godo,@elmasgodo,2021-12-06T02:58:31.000Z,"El Más Godo
@ELMASGODO
·
5 dic.","En respuesta a 
@Lidio_Dominante
Veh, yo hice dos transferencias hoy por Transfiya de Bancolombia a Davivienda...
2",,,,2,[],https://twitter.com/ELMASGODO/status/1467689883477196801,"En respuesta a  @Lidio_Dominante Veh, yo hice dos transferencias hoy por Transfiya de Bancolombia a Davivienda... ",[],,0,[],0,['@lidio_dominante'],1,[],0,[],0,1 star,0.3585764467716217
263,HAROLD...B,@iguanita1972,2021-12-06T16:50:11.000Z,"HAROLD...B
@iguanita1972
·
6 dic.","En respuesta a 
@Davivienda
 y 
@nenarrazola
Me pase de 
@Bancolombia
  porque la App todo el tiempo estaba en mantenimiento. Ahora 
@Davivienda
 está igual
1
1",,1.0,1,,[],https://twitter.com/iguanita1972/status/1467899182312824846,En respuesta a  @Davivienda y  @nenarrazola Me pase de  @Bancolombia porque la App todo el tiempo estaba en mantenimiento. Ahora  @Davivienda está igual  ,[],,0,[],0,"['@davivienda', '@nenarrazola', '@bancolombia', '@davivienda']",4,[],0,[],0,1 star,0.4415261745452881
264,CLAU,@carsclauss,2021-12-06T23:50:37.000Z,"CLAU
@CarsClauss
·
6 dic.","En respuesta a 
@Davivienda
Me pueden dar un número de teléfono el cual si contesten para que me dejen de hostigar con sus llamadas yo solo soy la persona de contacto que piden cuando alguien va a solicitar un servicio y piden otro número por así al caso",,,,,[],https://twitter.com/CarsClauss/status/1468004984772083715,En respuesta a  @Davivienda Me pueden dar un número de teléfono el cual si contesten para que me dejen de hostigar con sus llamadas yo solo soy la persona de contacto que piden cuando alguien va a solicitar un servicio y piden otro número por así al caso,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.5183583498001099
265,CLAU,@carsclauss,2021-12-06T23:52:20.000Z,"CLAU
@CarsClauss
·
6 dic.","En respuesta a 
@Davivienda
Pero la persona tiene un atraso de pago y yo como su otro número de contacto se la han pasado llamando durante todo el día todos los días dígame si eso no es hostigamiento no respetan mi  tiempo mi horario de trabajo y descanso con tanta llamadera
1",,1.0,,,[],https://twitter.com/CarsClauss/status/1468005418928680963,En respuesta a  @Davivienda Pero la persona tiene un atraso de pago y yo como su otro número de contacto se la han pasado llamando durante todo el día todos los días dígame si eso no es hostigamiento no respetan mi  tiempo mi horario de trabajo y descanso con tanta llamadera ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.47910448908805847
266,Juan Cordero,@juancorderoofic,2021-12-06T17:24:49.000Z,"Juan Cordero
@juancorderoofic
·
6 dic.","@Davivienda
  su app movil esta presentado muchas falllas no me esta dejando acceder a la plataforma me dice que los datos son incorrectos por favor al parecer el problemas es de ustedes.
1",,1.0,,,[],https://twitter.com/juancorderoofic/status/1467907895375413258,@Davivienda su app movil esta presentado muchas falllas no me esta dejando acceder a la plataforma me dice que los datos son incorrectos por favor al parecer el problemas es de ustedes. ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.6500851511955261
267,Elmer Reyes,@elmerre38815161,2021-12-06T13:02:21.000Z,"Elmer Reyes
@ElmerRe38815161
·
6 dic.","En respuesta a 
@waraujo64
Por ejemplo el banco davivienda cobra por uso de tarjeta de débito $2 mensuales la use o no la use, pregunto cuando parará ésto, o donde podemos ir a poner la denuncia y que nos escuchen",,,,,[],https://twitter.com/ElmerRe38815161/status/1467841845346643972,"En respuesta a  @waraujo64 Por ejemplo el banco davivienda cobra por uso de tarjeta de débito $2 mensuales la use o no la use, pregunto cuando parará ésto, o donde podemos ir a poner la denuncia y que nos escuchen",[],,0,[],0,['@waraujo64'],1,[],0,[],0,1 star,0.7123779654502869
268,David,@ariasmoreno77,2021-12-06T20:58:20.000Z,"David
@ariasmoreno77
·
6 dic.","En respuesta a 
@Davivienda
Estoy sin poder hacer ninguna gestión de mi empresa, nadie contesta en el call Center",,,,,[],https://twitter.com/ariasmoreno77/status/1467961629530902535,"En respuesta a  @Davivienda Estoy sin poder hacer ninguna gestión de mi empresa, nadie contesta en el call Center",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.7489016056060791
269,Cefalea,@efabian_angel,2021-12-06T16:59:41.000Z,"Cefalea
@efabian_angel
·
6 dic.","Como raro los canales digitales 
@Davivienda
 no sirven ni de mal ejemplo
En plena época de compras

 
@Sicresponde
 mutis por el foro
1",,1.0,,,[],https://twitter.com/efabian_angel/status/1467901571769982977,Como raro los canales digitales  @Davivienda no sirven ni de mal ejemplo En plena época de compras   @Sicresponde mutis por el foro ,[],,0,[],0,"['@davivienda', '@sicresponde']",2,[],0,[],0,1 star,0.5486166477203369
270,Manuel Vásquez R.,@manuelvasquez_1,2021-12-06T18:57:00.000Z,"Manuel Vásquez R.
@ManuelVasquez_1
·
6 dic.","En respuesta a 
@Davivienda
Llevan diciendo los mismo desde hace 5 días y aún sigo sin el pago de mi sueldo... Para colmo quedaron en llamar y no han llamado ni enviado el mensaje del cambio ... Su atención al cliente es la peor que he visto en años.",,,,,[],https://twitter.com/ManuelVasquez_1/status/1467931093475147780,En respuesta a  @Davivienda Llevan diciendo los mismo desde hace 5 días y aún sigo sin el pago de mi sueldo... Para colmo quedaron en llamar y no han llamado ni enviado el mensaje del cambio ... Su atención al cliente es la peor que he visto en años.,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.9036847949028015
271,Marcela Vanegas P,@marcelavanegasp,2021-12-06T13:36:43.000Z,"Marcela Vanegas P
@Marcelavanegasp
·
6 dic.","Señores 
@Davivienda
 fatal que no se pueda hablar con ningún asesor telefónicamente. El tema del bendito chat es complicado y DEMORADÍSIMO. Fatal este sistema e irrespetuoso con el tiempo del cliente. Se les va la mano, en serio.
1",,1.0,,,[],https://twitter.com/Marcelavanegasp/status/1467850494840348679,"Señores  @Davivienda fatal que no se pueda hablar con ningún asesor telefónicamente. El tema del bendito chat es complicado y DEMORADÍSIMO. Fatal este sistema e irrespetuoso con el tiempo del cliente. Se les va la mano, en serio. ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.9177698493003845
272,Gustavo Rincón,@rinconboterogus,2021-12-06T18:40:49.000Z,"Gustavo Rincón
@Rinconboterogus
·
6 dic.","En respuesta a 
@Lauraggils
 y 
@Davivienda
Desde la app del celular falla constantemente, pero por la página es más estable",,,,,[],https://twitter.com/Rinconboterogus/status/1467927020424376324,"En respuesta a  @Lauraggils y  @Davivienda Desde la app del celular falla constantemente, pero por la página es más estable",[],,0,[],0,"['@lauraggils', '@davivienda']",2,[],0,[],0,3 stars,0.3431340157985687
